,H20.33.020,H20.33.044,H21.33.003,H21.33.004,H21.33.005,H21.33.009,H21.33.023,H21.33.044
ACP1,2.0744294209628373,2.2446822723827125,2.494791706400749,2.354760298261074,0.8611353999468706,1.9945374766009498,2.352419832010022,2.070116842574494
ACP6,1.7701956909044656,2.505516854193337,1.8007499112443908,2.0555515743404755,2.357160154254243,1.4958175087318835,1.5695299805605238,1.7828807806241975
ACSF2,1.9829310566083675,1.3382778459224656,1.6180702843976418,2.2163051721593705,2.0578637503514177,0.7674787785342916,1.065467262227521,0.6878294327029404
ACSF3,2.272126317469142,2.383579899051038,2.7826973075051593,1.8639120685444677,2.0578637503514177,1.725853160344329,2.152782498056175,2.070116842574494
ACSL1,2.791901485357595,1.8908419745719085,2.7826973075051593,1.3149213499026107,2.2186676992584653,3.0264347747470133,2.592584420753953,1.9367766216664757
ACSL3,4.516120845500275,4.226823999489637,4.720212482761942,4.64946842608173,4.314224780000507,4.732216554620257,4.48301338416346,4.293546035517118
ACSL4,4.180216875540086,3.7655414403730134,4.137740322525361,2.9992862662937094,3.478604096635269,3.9246647235782754,3.939796933431092,3.6272043257849074
ACSL5,3.442851496473897,3.029520241052627,3.9023803500929186,2.9992862662937094,2.774106248355024,2.6172211092869047,4.061577583883336,4.067055213648756
ACSL6,0.8721301163566413,1.6522499145841454,1.9551562769193536,1.6266267477532825,1.3168614017492504,1.4958175087318835,1.9030897691833606,1.3783070971861482
ACSS1,1.574432685092057,2.08333152339942,1.394389387487851,2.2163051721593705,2.478784849764186,1.4958175087318835,2.352419832010022,2.070116842574494
ACSS2,2.7257595849495613,1.8908419745719085,2.494791706400749,2.476356213688435,2.9315131440879356,2.2677305675444646,2.725658307788481,2.388205507990961
ACSS3,4.907701939341587,4.526184833921251,4.615841841952748,4.109858217174493,4.6122124365475665,4.548605727909316,4.140294657230746,3.678483517489014
ACTA2,3.442851496473897,3.5878402077735667,3.5939999604782438,1.3149213499026107,3.390566148180176,2.2677305675444646,2.592584420753953,3.60054370169207
ACTB,4.683833958329634,5.3017391309702155,4.7813726360991256,4.329714350640667,4.5847125467048935,5.480413346680912,4.2546208492127935,5.486548237396606
ACTG1,3.6254074999394534,4.430434933439012,3.839187175964123,3.8568439979660893,3.704002402465665,4.260379144085372,3.614740336032638,4.809704096040394
ACTL6A,1.4996234205349501,2.80145535612436,2.2068115180007974,1.6266267477532825,1.6287572955490413,1.9945374766009498,1.7501536403634366,2.1877511638471225
ACTN1,4.142245916165586,3.8286317213324783,3.7947248170061374,3.8276312720997163,3.8001312341618485,4.511272315133633,3.712256319016473,4.346182340399271
ACTN2,1.2343083455663872,0.0,1.394389387487851,2.2163051721593705,0.8611353999468706,1.004847904997286,2.352419832010022,1.3783070971861482
ACTN4,3.9133825534569997,4.556167089893121,4.314699076085144,4.553811653089942,4.089857009049971,4.548605727909316,4.641680659339809,4.443808025726034
ACTR10,2.931087535982186,3.0952853205830007,3.4116188231236753,3.126570358138626,2.774106248355024,2.736255226008308,3.4479256136469894,3.0808657268754325
ACTR1A,2.5244482674406794,2.505516854193337,2.2068115180007974,2.354760298261074,2.478784849764186,2.7729800346139055,2.786094484095384,2.762594634175196
ACTR1B,1.8822097804336992,2.2446822723827125,2.574903197443123,2.5847566002331788,2.357160154254243,2.6172211092869047,2.257574797033686,2.4751357411670405
ACTR2,3.5681801369016433,3.625996585434333,4.121476966419022,3.797539416712943,4.018791181882874,3.157400057656005,3.7576656109155864,3.6531725800676567
ACTR3,3.3617637773277096,3.8879767400550636,3.444420177945122,3.8852275068738837,3.29402268991614,4.120697792365944,3.614740336032638,4.067055213648756
ACTR3B,2.3073740434052326,2.505516854193337,2.3122912907028783,2.5847566002331788,2.357160154254243,2.140434461733723,1.7501536403634366,1.9367766216664757
ACTR6,2.029726367774379,2.7121989777009547,2.088879391036284,1.6266267477532825,1.6287572955490413,1.3573339418232513,2.257574797033686,1.9367766216664757
ACVR1,3.7308852183243353,4.267061876149434,4.215311463434428,4.860196269458562,3.9939341569507634,3.4156051072720843,4.514744814640517,3.60054370169207
ACVR1B,2.5787009741437172,2.61418812636035,3.18838589431206,2.8534050691423682,2.357160154254243,2.6172211092869047,2.9968290485114935,1.9367766216664757
ACVR2A,3.4203466663620716,3.970871658771096,3.7717296309003583,3.6672066010086595,3.0674797592877137,2.8756953633492257,3.8427302478045204,2.698100752911253
ACVR2B,2.1976693511663545,1.6522499145841454,2.407699033875083,2.0555515743404755,2.478784849764186,2.3806369129232063,1.9030897691833606,1.7828807806241975
ACVRL1,2.6047620576056314,3.1569909518488672,3.145806848945421,2.68254709210238,2.5872081025456986,1.8236578278691138,3.209933336372717,2.8803032656136507
ACYP1,1.8822097804336992,2.2446822723827125,1.8007499112443908,2.354760298261074,2.5872081025456986,1.3573339418232513,1.7501536403634366,1.7828807806241975
ACYP2,4.564390333860253,4.585276516118126,4.683507504884263,4.364970175213442,4.2383333199002005,4.498511555650234,4.514744814640517,3.996864167880438
ADA,2.3414215520630943,0.8780637391015212,1.394389387487851,0.0,1.6287572955490413,2.69813011668681,1.065467262227521,1.0915156554742163
ADA2,1.418761916311528,2.61418812636035,1.6180702843976418,1.8639120685444677,2.0578637503514177,1.9127432018654205,2.5187578865007283,1.0915156554742163
ADAM10,4.43698866866002,4.342983642332132,4.441468031480877,4.636350747010224,4.257852934118393,4.2272450475939625,4.472208474193707,4.584564211670972
ADAM11,1.3307820055245385,1.3382778459224656,1.1058110968998975,0.0,2.478784849764186,1.1965419820152294,2.035709279514744,1.3783070971861482
ADAM12,3.0198398070006274,2.61418812636035,3.005974952031649,2.476356213688435,1.3168614017492504,4.590469705968558,1.9030897691833606,1.3783070971861482
ADAM15,2.551942495202534,2.7121989777009547,3.005974952031649,2.68254709210238,2.774106248355024,1.3573339418232513,2.592584420753953,2.6291588959827896
ADAM17,3.643777949216134,3.7655414403730134,3.699390265085239,3.6317847218825605,3.7691038187646857,3.9016043241559966,3.614740336032638,3.7962367801605357
ADAM22,3.4316623885043396,3.6627504065176115,3.377704943992238,3.4760347964915765,4.043045291517294,2.6172211092869047,2.661333315307475,2.762594634175196
ADAM23,1.9338379797942804,2.80145535612436,1.9551562769193536,3.291469990439911,3.0674797592877137,2.070144353946501,1.9030897691833606,2.388205507990961
ADAM33,3.4089014317270547,3.029520241052627,2.718114084634088,3.291469990439911,3.8001312341618485,2.9688360827892843,3.209933336372717,3.357001525494191
ADAM9,3.2468026903855187,3.215109282926768,3.268462978891509,2.68254709210238,3.0674797592877137,4.111284417468299,3.4777328207906963,3.6272043257849074
ADAMTS1,4.457366467246803,4.206081152326696,5.0476618547761145,0.0,2.0578637503514177,5.036617753434497,2.9481609994296964,4.279942367804928
ADAMTS10,3.538289563094738,3.215109282926768,2.718114084634088,3.55693895418526,3.390566148180176,2.8756953633492257,3.6646865277106073,3.60054370169207
ADAMTS12,2.6047620576056314,3.1569909518488672,0.6985511392933239,2.7716207067445127,2.9315131440879356,1.6174353518170137,2.152782498056175,1.9367766216664757
ADAMTS15,1.9829310566083675,1.6522499145841454,1.6180702843976418,1.8639120685444677,1.3168614017492504,1.9127432018654205,1.5695299805605238,1.6009158890605062
ADAMTS17,2.7482964804402625,2.505516854193337,2.900554841610451,2.354760298261074,2.5872081025456986,2.7729800346139055,2.9481609994296964,1.6009158890605062
ADAMTS2,2.6549311265229067,0.8780637391015212,1.1058110968998975,2.354760298261074,2.5872081025456986,1.725853160344329,2.786094484095384,1.6009158890605062
ADAMTS4,3.349623810823103,2.61418812636035,4.645403767142008,0.0,0.8611353999468706,4.548605727909316,1.9030897691833606,3.6531725800676567
ADAMTS6,1.574432685092057,3.4637712874766113,4.185001189608489,3.797539416712943,2.6850171997771377,1.9945374766009498,4.461285541761662,3.7507854845072797
ADAMTS8,1.574432685092057,2.80145535612436,1.1058110968998975,2.5847566002331788,2.0578637503514177,0.7674787785342916,1.9030897691833606,1.3783070971861482
ADAMTS9,6.895962492086042,5.896628762055704,7.323992111328801,3.912827577780658,3.7691038187646857,7.106581730597491,5.3968201445950506,6.260344772764788
ADAMTSL3,2.770336638628314,2.08333152339942,2.649070123004758,2.2163051721593705,1.3168614017492504,2.7729800346139055,2.843085360998246,2.934339157135896
ADAP2,2.7027030441064537,2.61418812636035,2.3122912907028783,2.68254709210238,1.6287572955490413,2.907715916274636,2.9481609994296964,2.762594634175196
ADAR,3.4316623885043396,3.371587361302675,3.50696150185567,3.388004384528293,3.59764040128118,3.6050674200251946,3.5348073431817304,3.4554069521499082
ADARB1,3.8186793626845117,2.8833937517172235,3.674065582806825,3.7014165761573077,4.21842509217261,3.3570319122754615,3.8221327984395796,3.125296311819389
ADARB2,3.5972031339561306,3.215109282926768,3.53682402331249,4.415627515705537,4.81968527093776,3.7775799045881477,4.227241162132619,4.266151085132733
ADCK5,0.8721301163566413,1.3382778459224656,1.1058110968998975,2.0555515743404755,1.8661526173960055,0.7674787785342916,2.035709279514744,1.6009158890605062
ADCY1,2.5244482674406794,2.2446822723827125,2.649070123004758,2.5847566002331788,3.51987744895561,3.0808957648256,2.592584420753953,1.7828807806241975
ADCY2,2.9852782729268963,2.8833937517172235,2.7826973075051593,2.8534050691423682,3.478604096635269,2.5741715150240827,2.152782498056175,1.9367766216664757
ADCY3,4.169514349880457,3.506860754954433,3.881756503639172,3.340901596619647,4.066725042389386,4.192975348123667,3.4172025684427147,3.357001525494191
ADCY4,2.3414215520630943,1.8908419745719085,2.9546534289883715,3.064952101611252,1.8661526173960055,1.8236578278691138,2.8970026570025476,3.034368905269678
ADCY5,3.349623810823103,2.7121989777009547,3.30621858511988,2.92900347769277,3.2420146964097176,3.0264347747470133,2.9481609994296964,3.208640647045804
ADCY6,2.551942495202534,2.505516854193337,2.718114084634088,2.68254709210238,1.8661526173960055,2.907715916274636,2.257574797033686,2.4751357411670405
ADCY9,3.856172443312996,3.625996585434333,3.839187175964123,4.1747681827464,4.112465963340114,4.032606337734912,3.6646865277106073,3.7962367801605357
ADD1,4.4410975841864,4.286589506347722,4.746883271809414,4.960547016028077,4.4820314863483945,4.781797276626672,5.217984332557842,4.584564211670972
ADD3,4.305146065447051,3.6982011363403937,3.96181639607342,3.9913318784801155,4.276998816460359,4.268493923829627,4.170124724829994,4.08385930398317
ADGRA2,3.260248531100618,3.6627504065176115,2.494791706400749,3.291469990439911,3.51987744895561,2.907715916274636,3.3527709886046195,2.934339157135896
ADGRA3,2.7482964804402625,2.505516854193337,2.494791706400749,2.68254709210238,1.6287572955490413,1.4958175087318835,1.9030897691833606,1.9367766216664757
ADGRB3,5.178610459412654,4.585276516118126,5.073306047961322,5.102712877015638,5.036788168132406,5.756158287415318,4.7038945156084475,4.760111550761041
ADGRD1,4.6069690447323675,4.654545615144113,5.060566152196883,3.766513872497483,4.665042449105494,5.68229361185847,4.439075094862285,4.643398524184526
ADGRE2,3.053246638630321,2.61418812636035,2.843361370368249,2.2163051721593705,1.3168614017492504,2.907715916274636,2.035709279514744,2.1877511638471225
ADGRE5,1.9829310566083675,2.505516854193337,1.8007499112443908,2.354760298261074,2.0578637503514177,2.6584936733230937,2.152782498056175,1.7828807806241975
ADGRF5,4.11988281979584,4.342983642332132,4.499294773529261,4.783432891330494,4.066725042389386,3.7775799045881477,4.712474472505787,4.408305842576168
ADGRG1,2.272126317469142,2.505516854193337,2.9546534289883715,2.8534050691423682,1.3168614017492504,1.6174353518170137,2.257574797033686,2.698100752911253
ADGRL1,2.4062245659442736,2.80145535612436,1.8007499112443908,3.239467254808807,3.0674797592877137,2.4326436546796786,2.5187578865007283,1.9367766216664757
ADGRL2,4.4492651099212495,4.463380808313037,5.140614146702872,4.794766500521809,3.9154258611582167,3.8898715909757597,4.862894053105865,4.716818764803799
ADGRL3,5.485295214491143,5.5916765094685505,4.702028391295446,5.042985533400498,4.5847125467048935,5.5678791172799755,5.068162823828352,5.745112214782142
ADGRL4,4.108510891391414,4.463380808313037,4.564542904319152,4.064119329761968,3.704002402465665,2.9688360827892843,4.737781298706233,4.179153242636825
ADGRV1,2.117219329654755,1.8908419745719085,1.6180702843976418,1.8639120685444677,2.0578637503514177,1.3573339418232513,1.065467262227521,1.0915156554742163
ADH1B,3.486396472363806,2.61418812636035,3.3426004160240197,2.68254709210238,2.5872081025456986,2.842615480791891,3.130055088160576,2.8803032656136507
ADH5,2.7257595849495613,2.9591237438888136,2.900554841610451,2.8534050691423682,2.9315131440879356,2.5741715150240827,2.4390434229665168,2.4751357411670405
ADHFE1,2.3073740434052326,1.8908419745719085,1.6180702843976418,3.239467254808807,2.478784849764186,1.3573339418232513,2.4390434229665168,2.070116842574494
ADI1,2.6301611760097026,2.61418812636035,2.2068115180007974,2.354760298261074,2.0578637503514177,2.6172211092869047,2.152782498056175,2.2929926920723953
ADIPOR1,1.9829310566083675,2.08333152339942,1.8007499112443908,1.6266267477532825,2.0578637503514177,1.9127432018654205,2.152782498056175,2.1877511638471225
ADIPOR2,4.65776311314825,4.613562497165667,5.362586193406048,4.988788415418997,4.862826948319494,4.706472802636903,5.137534182954021,5.176781772427739
ADIRF,3.349623810823103,3.7655414403730134,2.407699033875083,2.68254709210238,3.0018055389022473,3.540249159937863,1.7501536403634366,3.9213719006719576
