,H20.33.020,H20.33.044,H21.33.003,H21.33.004,H21.33.005,H21.33.009,H21.33.023,H21.33.044
SAP30BP,5.945472013653694,6.549539567403289,6.273942265068153,6.063521779169047,6.007977494057865,5.9185495285359675,6.0148087097139245,5.694069545885806
SAR1A,5.716132336713259,5.8526151549137735,5.6814483585190425,5.8393396368973765,5.824860282532443,5.610174989012328,5.908315886910388,5.599095896199653
SAR1B,6.106640988381611,6.454112414110796,6.351169147907605,6.393058362910961,6.35290522020195,5.773649442206404,6.302511568694983,6.339092630910963
SARAF,6.687989855755662,6.838813009917443,6.984246111836771,6.662093283132529,6.897994806163195,6.638730746217197,6.754863675160266,7.10029042379154
SARM1,5.284478096134423,5.2754229733943525,5.347655963683826,5.8454010418232905,5.157517633940545,5.362051365299972,5.518137954245928,5.934510085148383
SARNP,6.38323871059176,6.580267868335511,6.450764592488214,6.572767838304576,6.393110366457428,6.331200608373521,6.6319418147329,6.429910840470268
SART1,5.289756324314503,5.046568607038402,5.271075593594668,5.336502343141556,5.111271674576959,5.004079452597931,5.259047292142034,5.244005927729526
SART3,5.691779746017586,5.739422323153333,5.505070779173107,5.669679364344087,5.736007764613929,5.5980615594171645,5.678808195520156,6.003326506468523
SASH1,8.470431641784032,8.031456883341738,8.30448442371955,8.039152614982363,8.326245901923826,8.50277291983973,8.158506992866586,8.011633237308686
SASS6,5.130290331422018,5.342833810197195,5.0304102882989685,4.996587980429867,5.201719105608993,4.88713487981501,5.275050443630954,4.403722166748133
SAT1,5.235676806643852,5.9328384759567365,4.909484463189167,4.746531996916869,5.397445507239469,4.626411883054044,5.0958642769237565,5.376877219177556
SAT2,5.026272168286754,5.577986291399757,4.850658212296915,4.982365435981775,5.397445507239469,5.103786518575942,5.253655486537915,5.599095896199653
SATB1,4.878901729244699,4.540021393916605,4.8041500707824945,4.94837106543289,5.029099514417773,5.256354759968867,5.070216432794369,5.090734705542857
SATB2,5.9777365230987884,6.227063526754951,6.153883265970755,6.301635638544484,6.014392621080511,5.972358799161595,6.0148087097139245,5.780800394572063
SAV1,5.862911724063757,5.850001460454338,5.654693855690967,5.776614804285799,5.809281470898158,5.512217261081031,5.716945418470175,5.860605670660467
SBDS,5.436389979938997,5.984480973170212,5.684742897026022,5.789478475139604,5.2846600503489665,5.55128268733003,5.737150365727664,6.239195039693962
SBF1,5.360867435460535,5.873282363128545,5.851020993710588,5.635482677122189,5.610148433316821,5.247742037740555,5.444976703272826,5.934510085148383
SBF2,7.91615460553362,7.861880582033221,7.89096703693633,7.852258455717319,7.763798256685228,8.015931046115748,7.8450327965028865,7.770561608054892
SBNO1,6.367237173157592,6.332585506723742,6.339275025684471,6.24248072241308,6.32985019803298,6.216562441056433,6.308177658540992,6.877353067549654
SBNO2,5.172603463676598,4.99868405302722,4.865692367893182,4.715842745102359,4.799003757947385,4.964685683112463,4.931071714230876,4.403722166748133
SC5D,5.305425881475459,5.730614290879396,5.627203825698793,5.5335498883268075,5.769238355411633,6.062470866372564,5.426955525014393,5.694069545885806
SCAF1,5.059954921639611,5.347170322744063,5.073751890765424,5.140983259601624,5.432380672332854,5.02591246789564,5.2803284177239505,4.909643091502606
SCAF11,7.545668581633938,7.477386914403793,7.309112090049383,7.298736852390194,7.447308706282929,7.485588167194011,7.291866606770508,7.336505530917328
SCAF4,6.18058980342694,6.171709095378121,6.092362331502156,6.25726720448815,6.291819564968191,6.090789816401929,6.194615502475558,6.185236225086974
SCAF8,7.445379445337305,7.546410618132565,7.537551535315512,7.53242663074393,7.496434344117128,7.447017220606976,7.4641652083544905,7.143740434462982
SCAI,6.63044566263924,6.818155191356161,6.62308962261979,6.79990631872177,6.608886432317483,6.587959320638478,6.777498048430429,7.031356469520931
SCAMP1,6.08310816271642,6.462658252339037,6.38111982921306,6.4735995025386055,6.320477271699721,5.887101530004782,6.348776105627323,6.003326506468523
SCAMP2,5.230104456381011,5.2754229733943525,5.388287568325383,5.252665002299592,5.455010656256537,5.2390544916241515,5.361193975344965,5.244005927729526
SCAMP3,5.130290331422018,5.510489184555033,4.985104749859738,5.176996329838645,5.6005220608607065,5.088689313629975,5.215076211870162,5.4941465413903865
SCAMP4,5.753241350235489,5.560660865261185,5.240775283210282,5.456354671793969,5.7610336587072375,5.570257625390182,5.5222793115009,5.4941465413903865
SCAMP5,5.871775512282011,6.225266905242018,6.322034197967117,5.78306732382357,5.7016348322371,6.0450863819462315,6.097186281537914,5.694069545885806
SCAP,5.9177661839121845,6.2812157324913285,6.081361917313845,6.0699792858581585,5.961880950871231,5.298339625234412,5.916708317444968,5.244005927729526
SCAPER,8.227734491086634,7.9470498073625695,8.040396503050552,8.039826176507967,8.039066769454944,8.44966202713531,8.012805262022997,8.011633237308686
SCARB1,6.377933263907762,6.589055266590092,6.421283746133619,6.340442100534374,6.561926411291559,6.874447299395716,6.231889438621372,6.339092630910963
SCARB2,7.751345349322585,7.969614799222368,7.866401478535496,7.884756207144456,7.9897437844776436,7.888710194593141,7.751703954678026,7.947116821441674
SCART1,4.049522015774215,5.311939970370186,4.677433665749932,5.3759245637923145,4.799003757947385,4.189113128510706,4.252501061279035,0.0
SCCPDH,6.15432767244245,6.158339922740369,5.902588191551292,6.20382516718399,5.955118781173549,5.970261113631641,5.938749776295,5.4941465413903865
SCD,7.37464101506856,8.408446333469518,7.900698481407063,8.192904195219636,8.349417090074054,8.153924915357322,7.763637971630586,8.380628355662171
SCD5,8.714918603650432,9.16183779017907,9.04441964263184,9.035714469177616,8.693311153965874,8.94164461301448,8.926084496449027,8.868892539669146
SCFD1,6.859643390523647,6.941433879192154,6.98603817414353,6.996417686130941,7.005630299345578,6.743852747109645,6.960022365099976,7.164777389517155
SCFD2,7.205318465988896,7.710648207089673,7.538067123378005,7.620852502538871,7.237571627745485,6.9290416723464405,7.325111423477259,6.9313660310807474
SCG5,5.5996192775026925,6.257122345160106,6.130991014800253,6.337983394099696,5.9135563993635,5.47156346683287,6.108747984077285,6.003326506468523
SCGB2B2,6.7975086573199155,7.0093659180059085,6.9049529458492955,6.87531875669444,6.768375482866028,6.5320799068322595,6.905571625158683,6.47240326118969
SCHIP1,5.618743393923623,5.836829524459668,5.769824737703857,5.647830455813908,5.590802119903103,5.758193823129916,5.538675333727724,5.694069545885806
SCLT1,6.843076808977115,6.716773584565382,6.510126300141182,6.90577574307614,6.663810953875337,6.4045538750528195,6.900376630579759,6.626333129924378
SCLY,5.856958580607339,6.152555105926245,6.058991267391071,6.278391879252038,6.0207668564343475,5.803861999549231,5.908315886910388,6.003326506468523
SCMH1,6.682774434184989,6.166001321767082,6.659731490251745,7.000233425674172,6.565618058543947,6.347172697010886,6.884627729223306,6.5900145590989725
SCML1,4.575100865075233,5.942428566423871,4.937648809236445,5.652727190288272,4.799003757947385,4.893318577516831,5.08312257909399,5.244005927729526
SCN1A,5.136445789627089,5.208122366284534,5.370432575387494,5.802178771339128,5.297838580729876,5.6310266985483794,5.361193975344965,4.909643091502606
SCN1B,4.8132818163392175,5.342833810197195,4.923665786734355,4.860657212536087,4.95812522565251,5.157271027509111,5.220679500923974,4.909643091502606
SCN2A,5.142563589850402,5.372801753744793,5.634147504260596,5.961294106524411,5.530410722957991,5.67992690687924,5.558799403320928,5.694069545885806
SCN3A,4.925436917260543,5.227817694915713,4.865692367893182,5.149098992418618,4.976346609109049,5.009582557613038,4.786783969812974,5.599095896199653
SCN8A,5.722982664922901,5.48819175064498,5.5206940877230055,5.867317051472867,5.824860282532443,6.361474671928492,5.76347052487047,5.694069545885806
SCO1,4.67727427101668,5.1778323796876755,4.8276744930788995,5.263537184774899,4.684938551904802,4.460405354706117,5.174948645054329,4.688341622538625
SCOC,5.360867435460535,5.510489184555033,5.435805949674974,5.516903010784958,5.530410722957991,5.429186646714028,5.696323797991302,6.067710608165849
SCP2,5.838883510415468,6.035762781682463,6.052181307376575,5.945017007177591,5.540732639462464,5.38869767827444,5.891316724994226,5.780800394572063
SCPEP1,5.053308522149466,5.688452121003132,5.641043300439249,5.497124794626042,5.271305524360451,4.874651574102722,5.3992997971931445,5.090734705542857
SCRG1,5.289756324314503,4.049045287421386,4.142500557144011,4.19640467604407,5.7016348322371,3.8335918293082547,4.996092011700534,4.688341622538625
SCRIB,4.854796036293153,4.992533987613184,4.909484463189167,4.575553610254232,5.157517633940545,4.935565788833599,4.853493660503296,5.090734705542857
SCRN1,5.889270814371469,5.7596776213057135,5.949104248472271,5.905973967187469,6.32985019803298,5.657212598759933,5.9414711102076145,5.4941465413903865
